id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,price_per_sqm,price_per_room,flat_cat,cat,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc,supermarketsnearby,leisurelocationsnearby,othershopsnearby,smallestdistancetonextoev,distancetomainstation,altitude,distancetonightclubs
3001260432,10104.1.1012,rent,2021-10-12 23:09:56,,1,1190,,,,48,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0,24.791666666666668,396.6666666666667,M,c,1069556,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg,2,6,6,322.05174587079375,3180.6988725215924,664,3869.2250832069326
3001260433,10033.1.1012,rent,2021-10-12 19:05:05,,1,870,80.0,790.0,,30,1924.0,Buchentalstrasse 5,St. Gallen,9000,47.4334945678711,9.39832019805908,POINT (9.398320198059082 47.433494567871094),1076203,0.0,29.0,435.0,S,c,1076203,False,62.0,50.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal,2,6,9,386.0506828735485,2467.505881515938,665,1779.5444333607534
3001261017,3935.3032,rent,2021-10-12 19:05:09,,3,1080,,,,57,1920.0,Kolumbanstrasse 36,St. Gallen,9008,47.4381294250488,9.39186096191406,POINT (9.391860961914062 47.43812942504883),1074968,0.0806451612903226,18.94736842105263,360.0,M,c,1074968,False,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,2,6,4,421.8385544854333,2382.5336984325754,654,1723.927219221212
3001262175,A8879,rent,2021-10-12 23:30:45,,2,900,,,,70,,Burgstrasse 66,St. Gallen,9000,47.4173927307129,9.35795593261719,POINT (9.357955932617188 47.41739273071289),1070218,0.0606060606060606,12.857142857142858,225.0,M,b,1070218,False,61.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,3,15,952.5956512090165,1071.1518616177989,685,1758.3242409640172
3001262720,4bs5d.os1e3,rent,2021-10-12 19:52:22,,1,1650,250.0,1400.0,,104,1894.0,Wildeggstrasse 25,St. Gallen,9000,47.4238510131836,9.38372230529785,POINT (9.383722305297852 47.423851013183594),1073429,0.04,15.865384615384617,412.5,M,c,1073429,False,60.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,2,11,50,297.7718545321111,1076.6260513205507,701,542.6596835253184
3001264914,Domänenstrasse.2.9,rent,2021-10-12 19:53:37,,4,1000,,,,75,,Domänenstrasse 2,St. Gallen,9008,47.4405937194824,9.39426136016846,POINT (9.394261360168457 47.44059371948242),1075136,0.209677419354839,13.333333333333334,333.3333333333333,M,c,1075136,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,4,1,682.1895239973537,2705.033215617893,660,2050.866293585531
3001270299,16401.02.410020,rent,2021-10-12 19:38:47,,1,1200,200.0,1000.0,,74,1951.0,Falkensteinstrasse 10,St. Gallen,9000,47.4299011230469,9.39220905303955,POINT (9.39220905303955 47.429901123046875),1075963,0.0,16.216216216216218,400.0,M,c,1075963,False,52.0,42.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal,2,8,6,452.47903519575533,1877.0845596387983,677,1195.097765395479
3001251815,7145.2531,rent,2021-10-12 23:29:26,,3,1460,,,,60,2018.0,St. Georgenstrasse 159a,St. Gallen,9011,,,POINT(9.39127451203533 47.414911714365),191606858,0.0476190476190477,24.33333333333333,730.0,S,e,191606858,False,54.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,209,Centrum,St.Georgen,St.Georgen-Bach,0,0,0,,,,
3001265958,54613.01.0501,rent,2021-10-12 19:07:38,,5,660,,,,70,1919.0,Sägegässli 20,St. Gallen,9000,,,POINT(9.38340142334562 47.4250760151038),1073587,0.0,9.428571428571429,220.0,M,b,1073587,False,,,,,,,,True,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,0,0,0,,,,
3001274608,1C91,rent,2021-10-12 20:45:45,,1,1530,,,,92,2012.0,Zweibruggenmühlestrasse 7,St. Gallen,9014,47.4072647094727,9.32735157012939,POINT (9.327351570129395 47.407264709472656),190608318,0.0337078651685394,16.630434782608695,510.0,M,d,190608318,False,57.0,49.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,109,Westen,Bruggen,Bruggen-Zürcherstrasse,0,0,2,171.4655760310396,3630.2140313611812,644,4318.666240931296
3001277024,1020.181.1103.868616.a302c171-ff2c-11eb-bf79-005056bdbc06,rent,2021-10-13 07:27:25,,1,1210,,,,70,,Unterer Graben 39,St. Gallen,9000,47.4283866882324,9.37582015991211,POINT (9.37582015991211 47.42838668823242),1073030,0.0277777777777778,17.285714285714285,403.3333333333333,M,c,1073030,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,207,Centrum,St.Jakob,St.Jakob,4,15,196,741.7759160217902,765.944254914197,671,275.79979831558273
3001279168,55415.03.0103,rent,2021-10-12 19:07:48,,1,1370,,,,73,2019.0,Haggenstr. 86,St. Gallen,9014,47.4040832519531,9.33809375762939,POINT (9.338093757629395 47.404083251953125),191671474,0.0,18.767123287671232,685.0,S,e,191671474,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg,1,5,3,402.9738982921869,3168.54548290864,688,3846.9051830546896
3001279201,12103.02.10204,rent,2021-10-12 23:17:47,,2,1520,300.0,1220.0,,94,,Sonnenhaldenstrasse 10a,St. Gallen,9008,47.4417457580566,9.39127922058105,POINT (9.391279220581055 47.44174575805664),1075166,0.104761904761905,16.170212765957448,380.0,M,c,1075166,True,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,2,1,823.2016806891636,2654.3066912890117,709,2027.6467759040067
3001279203,12103.01.10100,rent,2021-10-12 19:05:09,,1,1000,,,,57,,Sonnenhaldenstrasse 8,St. Gallen,9008,47.4416007995605,9.39217567443848,POINT (9.392175674438477 47.44160079956055),1075164,0.0363636363636364,17.54385964912281,500.0,S,d,1075164,True,60.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,3,1,796.6693343242006,2684.2320959221834,669,2049.9224623678188
3001279734,TG1811.TG1811.TG1811,rent,2021-10-12 23:09:55,,4,1040,,,,97,,Kräzernstrasse 10,St. Gallen,9014,47.4073371887207,9.32496070861816,POINT (9.324960708618164 47.4073371887207),1068944,0.191666666666667,10.721649484536082,346.6666666666667,M,c,1068944,False,64.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,109,Westen,Bruggen,Bruggen-Zürcherstrasse,0,0,0,352.0504501981111,3785.620877783569,629,4473.439092277688
3001279823,45792169,rent,2021-10-12 19:50:32,,,1490,,,,80,,Solitüdenstrasse 1,St. Gallen,9012,47.4126167297363,9.36404991149902,POINT (9.364049911499023 47.41261672973633),1071466,0.0697674418604651,18.625,372.5,M,c,1071466,True,65.0,57.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,4,5,265.05038426205795,1224.6799710272107,751,1808.5316913890395
3001279899,46947344,rent,2021-10-12 23:28:11,,,1350,,,,90,,Sömmerlistrasse,St. Gallen,9000,47.4184989929199,9.35178279876709,POINT (9.35178279876709 47.41849899291992),1070333,0.0588235294117647,15.0,337.5,M,c,1070333,False,56.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,15,11,1357.8033628537355,1427.7903740815364,667,2109.308421517868
3001281270,1058.01.1033,rent,2021-10-12 19:59:59,,3,800,,,,75,,Kolumbanstrasse 47,St. Gallen,9008,47.4394798278809,9.39236450195312,POINT (9.392364501953125 47.43947982788086),1075030,0.056338028169014,10.666666666666666,266.6666666666667,M,b,1075030,False,52.0,45.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,1,6,3,560.9823073134814,2516.7254465532333,654,1865.258796266848
3001281696,11201.02.10001,rent,2021-10-12 19:38:49,,GF,1050,,,,51,,Oberstrasse 81,St. Gallen,9000,47.4164695739746,9.36275386810303,POINT (9.362753868103027 47.41646957397461),1071723,0.49,20.58823529411765,262.5,M,b,1071723,False,65.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,203,Centrum,Riethüsli,Riethüsli,0,3,8,641.0946274739788,886.2464639793195,714,1540.2209473249336
3001281709,53804.03.0101,rent,2021-10-12 19:07:36,,2,890,140.0,750.0,,50,1962.0,Berneggstr. 54,St. Gallen,9000,47.4187965393066,9.37232875823975,POINT (9.372328758239746 47.41879653930664),1072163,0.333333333333333,17.8,296.6666666666667,M,b,1072163,False,56.0,43.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,204,Centrum,St.Georgen,St.Georgen-Bernegg,4,9,43,459.3475658364384,512.4495123978354,705,900.7024566912621
3001284556,54801.01.0301,rent,2021-10-12 19:08:55,,3,860,,,,70,1919.0,Taubenstr. 4,St. Gallen,9008,47.4360466003418,9.38796520233154,POINT (9.387965202331543 47.4360466003418),1074862,0.0,12.285714285714286,215.0,M,b,1074862,False,,,,,,,,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,3,6,2,446.29572990393837,2011.4225281039503,668,1360.8892795963675
3001285527,870214.80720560-018b-11ec-bf79-005056bdbc06,rent,2021-10-12 19:53:36,,1,1170,190.0,980.0,,65,,Langgasse 139,St. Gallen,9008,47.4445838928223,9.39579772949219,POINT (9.395797729492188 47.444583892822266),1075481,0.1875,18.0,390.0,M,c,1075481,False,61.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1137.113517342335,3113.9199151217013,681,2477.356242748591
3001285652,tdiju.w6f0k,rent,2021-10-12 20:00:03,,3,700,,,,65,,Oberstrasse 123,St. Gallen,9000,47.4147109985352,9.35912609100342,POINT (9.359126091003418 47.414710998535156),1069843,0.326530612244898,10.76923076923077,350.0,S,c,1069843,False,64.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,0,2,6,702.7758428808479,1208.803226637111,676,1873.4245158544188
3001285654,Falkensteinstrasse 5 - 2 ZWG.870234.1ded9214-0192-11ec-bf79-005056bdbc06,rent,2021-10-12 19:38:34,,GF,995,220.0,775.0,,57,,Falkensteinstrasse 5,St. Gallen,9000,47.4299926757812,9.39174365997314,POINT (9.391743659973145 47.42999267578125),1076035,0.05,17.45614035087719,497.5,S,d,1076035,False,,,,,,,,True,303,Osten,St.Fiden,St.Fiden-Krontal,2,8,5,468.67279576933555,1849.3645134462104,677,1165.969805222224
3001286025,132501.05.00201,rent,2021-10-13 07:27:28,,2,1120,,,,78,1965.0,Flurhofstr. 153,St. Gallen,9000,47.4323043823242,9.40336227416992,POINT (9.403362274169922 47.43230438232422),1075743,0.178947368421053,14.35897435897436,224.0,L,b,1075743,True,50.0,36.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal,0,3,7,787.1441477659853,2756.0085507317467,684,2077.2946492387423
3001286515,01142.01.0008,rent,2021-10-12 19:08:56,,3,890,,,,53,1920.0,Tannenstrasse 36,St. Gallen,9010,47.435977935791,9.37874412536621,POINT (9.378744125366211 47.435977935791016),1074315,0.177777777777778,16.79245283018868,445.0,S,c,1074315,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten,0,7,11,1119.1123996921492,1603.2598414686122,736,1098.6760269757424
3001289983,47008249,rent,2021-10-12 23:28:11,,,1400,,,,80,,Fidesstrasse 12,St. Gallen,9000,47.4321784973145,9.39260673522949,POINT (9.392606735229492 47.43217849731445),1076056,0.0,17.5,350.0,M,c,1076056,False,,,,,,,,True,303,Osten,St.Fiden,St.Fiden-Krontal,3,7,9,263.55590663487675,2019.949514248072,667,1331.219321664553
3001295318,871539.dc3dea6b-04da-11ec-bf79-005056bdbc06,rent,2021-10-12 19:08:54,,2,1055,180.0,875.0,,50,,Langgasse 44,St. Gallen,9008,47.436882019043,9.38813591003418,POINT (9.38813591003418 47.43688201904297),1074937,0.111111111111111,21.1,527.5,S,d,1074937,True,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,3,6,2,479.20706741340723,2088.085981740731,668,1444.295937224716
3001295565,5412.13.0107,rent,2021-10-12 19:07:49,,1,1500,270.0,1230.0,,75,1973.0,Oberstrasse 293 C,St. Gallen,9014,47.4038543701172,9.34081935882568,POINT (9.340819358825684 47.40385437011719),2363725,0.0,20.0,500.0,M,d,2363725,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,1,3,1,472.6194234759465,3035.5037301850534,689,3707.7169876713906
3001296047,20043.05.430080,rent,2021-10-13 07:19:27,,3,2100,,,,116,2007.0,Waisenhausstrasse 5,St. Gallen,9000,47.4242172241211,9.37339401245117,POINT (9.373394012451172 47.424217224121094),160013463,0.0,18.103448275862068,700.0,M,e,160013463,False,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,205,Centrum,Innenstadt,St.Leonhard-Ost,8,10,282,303.0185613449617,323.2650023388369,679,368.3652592775887
3001296351,54625.01.0201,rent,2021-10-12 20:48:13,,2,1390,,,,80,,Spisergasse 29,St. Gallen,9000,47.4246368408203,9.37842750549316,POINT (9.378427505493164 47.42463684082031),1072626,0.142857142857143,17.375,463.3333333333333,M,d,1072626,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt,4,13,273,672.1425478689025,697.3148714242275,677,185.1900809224198
3001297995,3260082,rent,2021-10-12 19:08:56,,,1100,,,,40,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.6,27.5,220.0,L,b,1074437,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten,0,1,9,1187.1953146356273,2053.009930138792,748,1557.448014025151
3001289987,47008700,rent,2021-10-13 07:19:29,,,1490,,,,85,,Rorschacherstrasse 206,St. Gallen,9000,,,POINT(9.40112884383986 47.4341331181901),1075798,0.15,17.529411764705884,372.5,M,c,1075798,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal,0,0,0,,,,
3001298694,23037.01.400010,rent,2021-10-12 20:45:38,,GF,1090,,,,77,,Langgasse 153,St. Gallen,9008,47.449104309082,9.39769840240479,POINT (9.397698402404785 47.44910430908203),2363503,0.0,14.155844155844155,363.3333333333333,M,c,2363503,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1657.1960636356773,3598.7653772235253,673,2978.256734991269
3001298695,23036.01.410010,rent,2021-10-12 23:30:40,,1,1290,,,,97,,Langgasse 163,St. Gallen,9008,47.4503021240234,9.39786911010742,POINT (9.397869110107422 47.45030212402344),2363506,0.0210526315789474,13.29896907216495,322.5,M,c,2363506,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1790.372613365894,3714.4276495546956,670,3099.576201888219
3001300461,5497.01.0301,rent,2021-10-12 20:47:06,,3,1150,,,,55,1500.0,Brühlgasse 30,St. Gallen,9000,47.425220489502,9.37834548950195,POINT (9.378345489501953 47.42522048950195),2363071,0.0517241379310345,20.90909090909091,383.3333333333333,M,c,2363071,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt,4,12,273,678.1388664041227,711.2849582223773,671,125.96859981168359
3001300521,A86871,rent,2021-10-12 20:48:12,,2,1600,150.0,1450.0,,87,1906.0,Teufener Strasse 123,St. Gallen,9000,47.4134178161621,9.36389064788818,POINT (9.363890647888184 47.41341781616211),1071598,0.0645161290322581,18.39080459770115,400.0,M,c,1071598,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,4,5,324.17927006274954,1145.594056616937,751,1742.179916012829
3001302822,158105.01.00602,rent,2021-10-12 21:06:37,,6,1470,,,,123,1980.0,Reherstr. 19,St. Gallen,9016,47.4371223449707,9.41578769683838,POINT (9.415787696838379 47.4371223449707),1076747,0.0,11.951219512195122,367.5,M,c,1076747,True,63.0,56.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,307,Osten,Neudorf,Achslen-Wilen,0,2,2,1597.7303514492849,3828.6160905898005,679,3144.9802959432445
3001302972,10104.1.1001,rent,2021-10-12 23:09:54,,GF,1090,,,,38,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0,28.68421052631579,545.0,S,d,1069556,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg,2,6,6,322.05174587079375,3180.6988725215924,664,3869.2250832069326
3001302995,7715.1052,rent,2021-10-13 07:37:06,,5,1450,,,,100,,Tigerbergstrasse 2,St. Gallen,9000,47.4277496337891,9.37399578094482,POINT (9.373995780944824 47.42774963378906),1073081,0.098901098901099,14.5,725.0,S,e,1073081,False,63.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,207,Centrum,St.Jakob,St.Jakob,3,10,217,603.8569418310269,628.150995121007,693,311.1846893332092
3001302996,2832.4532,rent,2021-10-13 07:28:45,,3,1410,,,,110,1900.0,Grenzstrasse 2,St. Gallen,9000,47.4178924560547,9.35950660705566,POINT (9.359506607055664 47.41789245605469),1070170,0.1,12.818181818181818,352.5,M,c,1070170,False,61.0,49.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,3,16,858.0309249716951,943.907494051114,691,1630.2131691927505
3001303220,10104.1.1032,rent,2021-10-12 23:09:55,,3,1190,,,,48,,Rickenstrasse 4,St. Gallen,9014,47.407772064209,9.33381938934326,POINT (9.333819389343262 47.407772064208984),1069556,0.0,24.791666666666668,396.6666666666667,M,c,1069556,False,,,,,,,,True,110,Westen,Bruggen,Boppartshof-Hinterberg,2,6,6,322.05174587079375,3180.6988725215924,664,3869.2250832069326
3001303637,Domänenstrasse.2.2,rent,2021-10-12 19:53:34,,GF,1035,,,,68,,Domänenstrasse 2,St. Gallen,9008,47.4405937194824,9.39426136016846,POINT (9.394261360168457 47.44059371948242),1075136,0.096774193548387,15.220588235294118,345.0,M,c,1075136,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,4,1,682.1895239973537,2705.033215617893,660,2050.866293585531
3001305224,16482.01.0102,rent,2021-10-12 20:46:56,,1,1230,,,,70,1966.0,Hafnerstrasse 8,St. Gallen,9000,47.4238777160645,9.38092994689941,POINT (9.380929946899414 47.42387771606445),1073498,0.0140845070422535,17.571428571428573,410.0,M,c,1073498,True,,,,,,,,True,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,4,10,206,496.8506980269975,867.3035685729658,679,367.97836257119667
3001306042,159,rent,2021-10-13 07:27:24,,GF,1200,,,,80,,Ruhbergstrasse 63,St. Gallen,9000,47.4155731201172,9.36490821838379,POINT (9.364908218383789 47.41557312011719),1071644,0.142857142857143,15.0,240.0,L,b,1071644,False,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,7,8,479.04072285027,894.732957960561,733,1504.793417991879
3001309010,33,rent,2021-10-12 20:46:54,,2,1390,200.0,1190.0,,82,,Lindenstr. 33,St. Gallen,9000,47.4322128295898,9.38853549957275,POINT (9.388535499572754 47.432212829589844),1076083,0.0249999999999999,16.951219512195124,347.5,M,c,1076083,False,63.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal,4,2,4,446.4424016617331,1764.041915501469,659,1079.564991332839
3001309858,08058.01.0101,rent,2021-10-12 19:05:18,,GF,1000,110.0,890.0,,45,1920.0,Brühlbleichestrasse 10,St. Gallen,9000,47.4305038452148,9.38340282440186,POINT (9.383402824401855 47.430503845214844),1072939,0.125,22.22222222222222,500.0,S,d,1072939,False,54.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,207,Centrum,St.Jakob,St.Jakob,0,3,14,685.1325093840118,1340.3608360110088,658,665.2464379076098
3001310297,9008-Langgasse91-45-4-m,rent,2021-10-13 08:17:16,,2,1390,,,,110,1900.0,Langgasse 91,St. Gallen,9008,47.4401397705078,9.39169311523438,POINT (9.391693115234375 47.44013977050781),1075180,0.12,12.636363636363637,278.0,L,b,1075180,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,1,6,2,642.0065973334234,2536.9643750993205,669,1894.7759464975309
3001310505,23030.02.420030,rent,2021-10-12 20:00:00,,2,761,60.0,701.0,,24,1976.0,Sonnrainweg 12,St. Gallen,9008,47.4477005004883,9.39766311645508,POINT (9.397663116455078 47.44770050048828),1075528,0.2,31.70833333333333,761.0,S,f,1075528,True,53.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1503.8550737181797,3472.4619500313815,685,2844.1714958124503
3001310526,3266801,rent,2021-10-12 19:06:29,,1,1780,,,,125,,Landhausstrasse 9,St. Gallen,9000,47.4129066467285,9.35278511047363,POINT (9.352785110473633 47.412906646728516),1069785,0.0416666666666667,14.24,356.0,L,c,1069785,False,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,0,5,2,1097.7196409724872,1688.0763476281486,680,2367.7396225368025
3001311443,46198427,rent,2021-10-13 08:39:59,,,925,,,,106,,Gübsenstrasse 90,St. Gallen,9015,47.4002265930176,9.30102443695068,POINT (9.301024436950684 47.40022659301758),191699034,0.0,8.726415094339623,308.3333333333333,M,c,191699034,False,,,,,,,,True,104,Westen,Winkeln,Winkeln Süd,0,0,0,2295.432045168489,5754.9484353791095,662,6441.784926696554
3001311883,874053.750dc157-0a31-11ec-8c59-005056bdbc06,rent,2021-10-12 19:05:07,,4,840,120.0,720.0,,40,,Rorschacher Strasse 183,St. Gallen,9000,47.4329643249512,9.39859294891357,POINT (9.398592948913574 47.43296432495117),1076198,0.230769230769231,21.0,420.0,S,c,1076198,False,65.0,58.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal,2,7,9,425.6072363143223,2458.5139875639784,675,1771.8192653251285
3001312809,5416.12.0041,rent,2021-10-12 19:07:41,,1,1290,,,,94,1967.0,Zilstrasse 56,St. Gallen,9016,47.4436836242676,9.40863132476807,POINT (9.408631324768066 47.44368362426758),1077106,0.0,13.72340425531915,322.5,M,c,1077106,True,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden,0,3,0,1537.3149811336882,3742.0878355566083,690,3060.3502186166397
3001312835,3268169,rent,2021-10-13 07:22:04,,3,1480,250.0,1230.0,,75,1901.0,Kamorstrasse 14,St. Gallen,9000,47.4190788269043,9.35215282440186,POINT (9.352152824401855 47.4190788269043),1070346,0.23469387755102,19.73333333333333,370.0,M,c,1070346,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,15,11,1312.6262948702301,1380.0107273341484,669,2058.334033847983
3001312841,3268220,rent,2021-10-13 07:19:28,,1,1980,,,,140,,Obere Felsenstrasse 2,St. Gallen,9000,47.4189987182617,9.37156295776367,POINT (9.371562957763672 47.41899871826172),1072143,0.505376344086022,14.142857142857142,660.0,M,e,1072143,False,61.0,48.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,204,Centrum,St.Georgen,St.Georgen-Bernegg,4,8,38,409.8994918121082,470.00865584978584,705,906.8428019807435
3001314391,47181844,rent,2021-10-12 23:28:12,,,1330,,,,74,,Scheibenackerstrasse 14,St. Gallen,9000,47.4295616149902,9.39133739471436,POINT (9.391337394714355 47.429561614990234),1076028,0.075,17.972972972972972,332.5,M,c,1076028,False,,,,,,,,True,303,Osten,St.Fiden,St.Fiden-Krontal,2,8,4,430.13994918152747,1801.65073977579,674,1120.355231418223
3001313199,1505.05.0501,rent,2021-10-12 19:07:45,,5,1363,270.0,1093.0,,82,1986.0,Rorschacherstrasse 236,St. Gallen,9016,,,POINT(9.40389849893391 47.4358854394199),1076803,0.0,16.621951219512194,454.3333333333333,M,d,1076803,True,,,,,,,,True,307,Osten,Neudorf,Achslen-Wilen,0,0,0,,,,
3001315241,5712.goldinger.SM314.5108,rent,2021-10-12 19:07:48,,2,1380,,,,71,,Ullmannstrasse 23,St. Gallen,9014,47.4135284423828,9.33248519897461,POINT (9.33248519897461 47.41352844238281),190526770,0.0923076923076922,19.43661971830986,690.0,S,e,190526770,False,,,,,,,,True,109,Westen,Bruggen,Bruggen-Zürcherstrasse,2,4,7,731.0363200791021,2985.3757551848175,627,3665.687194205674
3001315318,874727.0b738b2c-0b0f-11ec-8c59-005056bdbc06,rent,2021-10-12 23:17:48,,GF,990,140.0,850.0,,42,,Burgstrasse 19,St. Gallen,9000,47.4193916320801,9.36352825164795,POINT (9.36352825164795 47.41939163208008),1071050,0.0666666666666667,23.571428571428573,495.0,S,d,1071050,True,,,,,,,,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche,0,5,7,514.3064532598252,603.1389607436305,682,1285.97015035778
3001316083,06843.02.0208,rent,2021-10-12 21:06:39,,3,2150,,,,171,2005.0,Heimstr. 12,St. Gallen,9014,47.4145622253418,9.33732604980469,POINT (9.337326049804688 47.4145622253418),190094715,1.28,12.57309941520468,716.6666666666666,M,e,190094715,False,,,,,,,,True,112,Westen,Bruggen,Moos-Waldacker-Lerchenfeld,1,3,6,764.794437499021,2603.076584313416,628,3284.36456742819
3001317298,4700.1031-04,rent,2021-10-12 19:52:20,,3,1420,,,,90,,Rehburgstrasse 1,St. Gallen,9000,47.4315147399902,9.39706230163574,POINT (9.397062301635742 47.431514739990234),1075950,0.0,15.77777777777778,473.3333333333333,M,d,1075950,True,57.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal,2,9,8,429.8023172048198,2284.621448792511,668,1601.3614710204572
