id,object_ref,category,date,flatType,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip,lat,lng,wkt,gwr_egid,match_accuracy,price_per_sqm,price_per_room,flat_cat,cat,egid,ren_potential,LR_DAY,LR_NIGHT,ES,COMM_USE_D,EXP_LIM_D,EXP_LIM_N,EXP_LIM,noise_below,quartier_nummer,quartier_kreis,quartier_quartiergr,quartier_statistisc,supermarketsnearby,leisurelocationsnearby,othershopsnearby,smallestdistancetonextoev,distancetomainstation,altitude,distancetonightclubs
108761792,hgok2876852,rent,2021-10-12 19:06:18,,4,1745,200.0,1545.0,,100,1900.0,Berneggstrasse 28,St. Gallen,9000,47.4208984375,9.37622547149658,POINT (9.376225471496582 47.4208984375),9003527,0.0384615384615384,17.45,436.25,M,c,9003527,False,,,,,,,,True,204,Centrum,St.Georgen,St.Georgen-Bernegg,6,5,188,554.6497577428622,557.5267324663777,693,589.1161400451239
2147994348,44.53.3003.499622.e75b7976-c57b-11e9-9cb0-a4bf01195aaa,rent,2021-10-12 19:08:41,,3,1720,,,,72,2017.0,Heiligkreuzstrasse 53,St. Gallen,9008,47.4404067993164,9.3939847946167,POINT (9.3939847946167 47.440406799316406),191521871,0.0,23.88888888888889,573.3333333333334,M,d,191521871,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,4,1,659.8157067112967,2675.5968551260726,660,2021.6238305983572
3000166218,21301.01.420030,rent,2021-10-12 20:47:01,,2,1150,,,,87,,Lindenstrasse 76,St. Gallen,9000,47.4330558776855,9.39382934570312,POINT (9.393829345703125 47.43305587768555),1076110,0.0609756097560976,13.218390804597702,383.3333333333333,M,c,1076110,False,60.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal,3,9,8,161.89857219775743,2149.1731280950908,667,1460.5425843898824
3000251780,hgoe3023792,rent,2021-10-13 07:27:31,,2,1390,,,,80,,Feldlistrasse 11,St. Gallen,9000,47.4216995239258,9.35613536834717,POINT (9.356135368347168 47.42169952392578),1070469,0.111111111111111,17.375,463.3333333333333,M,d,1070469,False,60.0,48.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,5,10,966.507695632153,1019.3251928664818,680,1676.5385997127778
3000402506,03159.01.0132,rent,2021-10-12 19:06:30,,3,2130,240.0,1890.0,,97,1920.0,Goliathgasse 37,St. Gallen,9000,47.4279747009277,9.37712287902832,POINT (9.37712287902832 47.427974700927734),1072768,0.0,21.95876288659794,532.5,M,d,1072768,False,64.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,206,Centrum,Innenstadt,Altstadt,4,15,219,774.5404075623121,798.1595408257859,667,204.83085696282677
3000538335,44031.01.430030,rent,2021-10-12 20:48:13,,3,1330,,,,90,,Oberstrasse 87,St. Gallen,9000,47.4164085388184,9.36261463165283,POINT (9.362614631652832 47.41640853881836),1071724,0.0344827586206897,14.77777777777778,332.5,M,c,1071724,True,66.0,56.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,3,8,640.9220886673675,897.8533933687886,714,1552.4832126452056
3000688515,23037.02.410020,rent,2021-10-12 20:45:41,,1,1200,,,,77,,Langgasse 155,St. Gallen,9008,47.449348449707,9.39771270751953,POINT (9.397712707519531 47.44934844970703),1075536,0.0,15.584415584415584,400.0,M,c,1075536,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1684.0342548635026,3621.3303533387852,673,3002.1080295837737
3000780700,xupkr.x371g,rent,2021-10-12 19:38:44,,2,1120,150.0,970.0,,85,1980.0,Oberstrasse 123,St. Gallen,9000,47.4147109985352,9.35912609100342,POINT (9.359126091003418 47.414710998535156),1069843,0.118421052631579,13.176470588235292,280.0,M,b,1069843,False,64.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,0,2,6,702.7758428808479,1208.803226637111,676,1873.4245158544188
3000830705,23029.02.410010,rent,2021-10-12 23:17:47,,1,1540,190.0,1350.0,,84,1976.0,Sonnrainweg 6,St. Gallen,9008,47.4482727050781,9.39763641357422,POINT (9.397636413574219 47.448272705078125),1075538,0.4,18.33333333333333,513.3333333333334,M,d,1075538,True,62.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1565.6592908190007,3521.787970063124,673,2896.9230408466774
3000836173,Langgasse.89.1402,rent,2021-10-12 19:05:08,,4,1090,,,,76,,Langgasse 89,St. Gallen,9008,47.4400329589844,9.39156341552734,POINT (9.391563415527344 47.440032958984375),1075179,0.155555555555556,14.342105263157896,272.5,M,b,1075179,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,1,6,3,632.4701720307253,2521.585927209047,682,1879.442220834587
3000861228,23030.02.410010,rent,2021-10-12 23:30:39,,1,1540,190.0,1350.0,,84,1976.0,Sonnrainweg 12,St. Gallen,9008,47.4477005004883,9.39766311645508,POINT (9.397663116455078 47.44770050048828),1075528,0.4,18.33333333333333,513.3333333333334,M,d,1075528,True,53.0,44.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1503.8550737181797,3472.4619500313815,685,2844.1714958124503
3000872761,3644.03.0002,rent,2021-10-12 19:38:48,,GF,1180,180.0,1000.0,,47,1919.0,Linsebühlstrasse 16,St. Gallen,9000,47.4243240356445,9.38075637817383,POINT (9.380756378173828 47.42432403564453),1073522,0.0930232558139534,25.106382978723403,590.0,S,d,1073522,True,66.0,55.0,ES III,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,4,10,229,500.34602397326455,861.4340715251592,679,325.645115650709
3000873636,108402.02.00006,rent,2021-10-12 19:08:58,,GF,1640,,,,83,1920.0,Ludwigstr. 21,St. Gallen,9010,47.4412498474121,9.37837314605713,POINT (9.378373146057129 47.44124984741211),1074636,0.0,19.759036144578317,546.6666666666666,M,d,1074636,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten,0,1,9,1361.312483331088,2137.3941881472865,749,1681.605855469245
3000873652,153401.01.00203,rent,2021-10-12 19:38:50,,2,900,,,,71,1920.0,Tschudistr. 36,St. Gallen,9000,47.4163856506348,9.36409378051758,POINT (9.364093780517578 47.416385650634766),1071742,0.0142857142857142,12.67605633802817,225.0,M,b,1071742,False,,,,,,,,True,203,Centrum,Riethüsli,Riethüsli,0,4,8,585.9712204551872,840.3453504633569,714,1476.3614637316718
3000873750,148101.01.00102,rent,2021-10-12 20:46:55,,1,1150,,,,77,1958.0,St. Georgen-Str. 39,St. Gallen,9000,47.4195594787598,9.37901306152344,POINT (9.379013061523438 47.419559478759766),1073294,0.0,14.935064935064934,287.5,M,b,1073294,False,63.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,1,3,37,810.5645645204188,812.1875586602459,754,742.0460562141601
3000888275,ZX429008,rent,2021-10-12 20:00:06,,2,1240,,,,71,,Langgasse 70,St. Gallen,9008,47.4388046264648,9.39048862457275,POINT (9.390488624572754 47.438804626464844),1074945,0.323809523809524,17.464788732394368,310.0,M,c,1074945,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,2,6,3,528.5942588799539,2365.6582734758035,669,1721.0565957458484
3000922116,verwaltung,rent,2021-10-12 20:46:53,,4,1454,194.0,1260.0,,85,1968.0,Dianastrasse 10,St. Gallen,9000,47.4327964782715,9.38241004943848,POINT (9.382410049438477 47.432796478271484),1072947,0.37037037037037,17.105882352941176,290.8,L,b,1072947,True,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,207,Centrum,St.Jakob,St.Jakob,2,3,7,851.1643432789828,1461.4884517838802,673,832.0318442368216
3000924363,10254.1.1004.1,rent,2021-10-12 19:07:37,,1,790,,,,60,,Brauerstrasse 5,St. Gallen,9000,47.4337387084961,9.39980602264404,POINT (9.399806022644043 47.433738708496094),1076227,0.5,13.166666666666666,395.0,S,c,1076227,False,62.0,55.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal,1,3,10,489.19157500215977,2579.261436486456,665,1891.773726247203
3000929497,3015532,rent,2021-10-13 09:12:50,,3,1250,170.0,1080.0,,80,,Eisengasse 3,St. Gallen,9000,47.4253387451172,9.38271808624268,POINT (9.382718086242676 47.42533874511719),1073608,0.0666666666666667,15.625,312.5,M,c,1073608,False,,,,,,,,True,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,3,12,86,350.2719412536168,1030.2204922653111,667,413.2281201716855
3000939647,139101.02.00102,rent,2021-10-12 19:08:57,,1,1550,,,,91,1950.0,Ludwigstr. 17,St. Gallen,9010,47.4409484863281,9.37808418273926,POINT (9.378084182739258 47.440948486328125),1074634,0.0,17.032967032967033,387.5,M,c,1074634,False,,,,,,,,True,301,Osten,Rotmonten,Rotmonten,0,1,9,1361.5580477492574,2098.776594170176,749,1647.278357165066
3000943788,10033.1.1041,rent,2021-10-12 20:47:02,,4,1370,140.0,1230.0,,69,1924.0,Buchentalstrasse 5,St. Gallen,9000,47.4334945678711,9.39832019805908,POINT (9.398320198059082 47.433494567871094),1076203,0.0,19.85507246376812,456.6666666666667,M,d,1076203,False,62.0,50.0,ES II,Wohnen,">IGW, <AW",">PW, ≤IGW",">IGW, <AW",False,303,Osten,St.Fiden,St.Fiden-Krontal,2,6,9,386.0506828735485,2467.505881515938,665,1779.5444333607534
3000946773,05902.01.0005,rent,2021-10-12 23:17:47,,2,1540,280.0,1260.0,,85,1959.0,Langgasse 92,St. Gallen,9008,47.4403915405273,9.39240264892578,POINT (9.392402648925781 47.440391540527344),1075154,0.0240963855421688,18.11764705882353,308.0,L,c,1075154,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,4,1,661.1455700977466,2593.4008207723464,669,1948.4940650665228
3000946809,07006.01.1301,rent,2021-10-13 07:22:03,,3,1400,250.0,1150.0,,80,1920.0,Feldbachstrasse 10,St. Gallen,9000,47.4207611083984,9.3547191619873,POINT (9.354719161987305 47.42076110839844),1070846,0.0804597701149425,17.5,280.0,L,b,1070846,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,8,11,1083.8516949781056,1143.2269752632228,672,1810.6800777754318
3000955021,8613.01.0312,rent,2021-10-12 19:08:59,,1,2120,305.0,1815.0,,117,1963.0,Sonnenhaldenstrasse 64,St. Gallen,9010,47.4397735595703,9.38191032409668,POINT (9.38191032409668 47.43977355957031),1074363,0.0,18.11965811965812,530.0,M,d,1074363,True,59.0,44.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten,0,3,9,1048.2969323950276,2087.356570927265,740,1553.9872491361923
3000969216,Helvetiastr 41 06.807929.649217a9-88c4-11eb-a60b-005056bdbc06,rent,2021-10-12 23:30:43,,1,910,,,,45,,Helvetiastrasse 41,St. Gallen,9000,47.4332618713379,9.3950719833374,POINT (9.395071983337402 47.43326187133789),1076158,0.0,20.22222222222222,455.0,S,d,1076158,True,55.0,45.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,303,Osten,St.Fiden,St.Fiden-Krontal,3,9,9,184.67386970696847,2241.32585024961,667,1552.5915313919681
3000781315,Liegenschaftsverwaltung,rent,2021-10-12 23:28:17,,,1964,,,,113,1968.0,St. Jakobstrasse 91,St. Gallen,9000,,,POINT(9.38314563671964 47.4329525648893),1072953,0.164948453608248,17.38053097345133,392.8,L,c,1072953,True,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,207,Centrum,St.Jakob,St.Jakob,0,0,0,,,,
3000875562,10087.1.1011,rent,2021-10-13 09:12:39,,1,1290,230.0,1060.0,,72,,Teufenerstrasse 117,St. Gallen,9000,,,POINT(9.36380237534161 47.4139422047013),1071611,0.0909090909090908,17.916666666666668,322.5,M,c,1071611,False,69.0,61.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,0,0,,,,
3000879659,2050117.01.000008,rent,2021-10-13 07:29:00,,6,1070,,,,50,,Gebäude Wassergasse 22,St. Gallen,9000,,,POINT(9.37334044542846 47.4210973366961),2364146,0.230769230769231,21.4,356.6666666666667,M,c,2364146,False,60.0,47.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,205,Centrum,Innenstadt,St.Leonhard-Ost,0,0,0,,,,
3000975218,4547.01.0501,rent,2021-10-13 07:37:05,,5,1400,,,,70,,Schwalbenstrasse 10,St. Gallen,9000,47.427001953125,9.38384819030762,POINT (9.383848190307617 47.427001953125),1073663,0.0277777777777778,20.0,466.6666666666667,M,d,1073663,False,58.0,51.0,ES III,Wohnen,≤PW,">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,2,8,48,347.9232141995811,1170.1745350725985,666,498.0761435371768
3000976414,148101.01.00103,rent,2021-10-12 20:47:02,,1,1150,,,,77,1958.0,St. Georgen-Str. 39,St. Gallen,9000,47.4195594787598,9.37901306152344,POINT (9.379013061523438 47.419559478759766),1073294,0.0,14.935064935064934,287.5,M,b,1073294,False,63.0,53.0,ES III,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,208,Centrum,Linsenbühl-Dreilinden,Linsenbühl-Dreilinden,1,3,37,810.5645645204188,812.1875586602459,754,742.0460562141601
3000981079,A18.355.132b,rent,2021-10-12 19:54:49,,4,1690,170.0,1520.0,,75,2016.0,Altmannstrasse 18,St. Gallen,9012,47.4130172729492,9.36433792114258,POINT (9.364337921142578 47.41301727294922),191428671,0.0273972602739727,22.53333333333333,563.3333333333334,M,d,191428671,False,66.0,58.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,4,5,270.0479276659646,1175.4443278844424,751,1759.442758627189
3000999080,3068710,rent,2021-10-12 20:45:44,,2,1500,,,,90,,Bernhardswiesstrasse 9,St. Gallen,9014,47.4086647033691,9.34245109558105,POINT (9.342451095581055 47.40866470336914),1069715,0.0109890109890109,16.666666666666668,300.0,L,c,1069715,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,1,0,3,339.8986930370208,2589.6421261259484,688,3273.8710586492357
3000999081,3051663,rent,2021-10-12 23:09:54,,7,1070,,,,50,,Bernhardswiesstrasse 11,St. Gallen,9014,47.4083480834961,9.34207916259766,POINT (9.342079162597656 47.408348083496094),1069662,0.0416666666666667,21.4,535.0,S,d,1069662,True,,,,,,,,True,111,Westen,Bruggen,Haggen-Oberstrasse-Langweid,1,0,2,303.2200086196246,2633.448997746313,688,3317.378378358032
3001095694,7331.01.0014,rent,2021-10-12 23:30:39,,3,1320,,,,88,1972.0,Langgasse 108/110,St. Gallen,9008,,,POINT(9.39391377617665 47.441659805834),1075149,0.113924050632911,15.0,440.0,M,c,1075149,True,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,,,,
3001014618,999940.01.00409,rent,2021-10-12 19:06:29,,4,1860,,,,161,2009.0,Isenringweg 3,St. Gallen,9000,47.420238494873,9.35236835479736,POINT (9.352368354797363 47.42023849487305),190426029,0.0359281437125748,11.5527950310559,620.0,M,e,190426029,False,,,,,,,,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,11,11,1268.3149609186758,1329.1169179456183,669,1997.3046088842602
3001016630,23036.02.410020,rent,2021-10-12 23:30:41,,1,1290,,,,94,,Langgasse 165,St. Gallen,9008,47.4505348205566,9.39797592163086,POINT (9.39797592163086 47.45053482055664),2363507,0.0105263157894737,13.72340425531915,322.5,M,c,2363507,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1817.2983172334634,3740.2241963855718,647,3126.0213947741554
3001027277,172901.01.00401,rent,2021-10-12 19:06:28,,4,1790,380.0,1410.0,,125,1920.0,Stahlstr. 5,St. Gallen,9000,47.4210357666016,9.35638999938965,POINT (9.356389999389648 47.42103576660156),1070453,0.0,14.32,358.0,L,c,1070453,False,51.0,44.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,6,13,954.6916113385865,1013.5323915342533,693,1681.6443731625295
3001102451,16.180.42,rent,2021-10-12 19:54:52,,1,1080,,,,110,,Teufenerstrasse 180,St. Gallen,9012,,,POINT(9.36907626387543 47.4076913597964),1071327,0.294117647058824,9.818181818181818,270.0,M,b,1071327,False,68.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,203,Centrum,Riethüsli,Riethüsli,0,0,0,,,,
3001030845,3124414,rent,2021-10-13 07:37:05,,3,1610,280.0,1330.0,,100,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.0,16.1,322.0,L,c,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,3,16,939.8202417736628,1042.3513240728066,685,1729.2701477744752
3001030847,3124412,rent,2021-10-12 20:47:04,,GF,1380,280.0,1100.0,,90,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.125,15.333333333333334,460.0,M,d,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,3,16,939.8202417736628,1042.3513240728066,685,1729.2701477744752
3001030848,3124413,rent,2021-10-13 07:28:40,,2,1900,280.0,1620.0,,100,1953.0,Burgstrasse 64,St. Gallen,9000,47.4174880981445,9.35832500457764,POINT (9.358325004577637 47.41748809814453),1070219,0.0,19.0,380.0,L,c,1070219,False,62.0,50.0,ES III,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,3,16,939.8202417736628,1042.3513240728066,685,1729.2701477744752
3001031567,6170.02.0019,rent,2021-10-12 19:07:44,,2,1390,200.0,1190.0,,76,1968.0,Zilstrasse 4a,St. Gallen,9016,47.4408798217773,9.4041633605957,POINT (9.404163360595703 47.440879821777344),1076953,0.0410958904109588,18.289473684210527,463.3333333333333,M,d,1076953,True,51.0,39.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden,2,2,1,1078.3621414741092,3284.888442248923,671,2602.1173180012483
3001042243,2000203.01.000010,rent,2021-10-12 20:48:11,,2,1350,,,,140,,Bleichestrasse 11,St. Gallen,9000,47.4216804504395,9.37221050262451,POINT (9.372210502624512 47.42168045043945),1072387,0.555555555555556,9.642857142857142,337.5,M,c,1072387,False,65.0,57.0,ES III,Wohnen,">PW, ≤IGW",">IGW, <AW",">IGW, <AW",False,205,Centrum,Innenstadt,St.Leonhard-Ost,5,5,175,252.81284261338322,250.43579561818797,682,630.3791478392161
3001042251,1212.01.0301,rent,2021-10-12 21:06:34,,3,1490,,,,102,1970.0,Achslenstr. 5,St. Gallen,9016,47.4326629638672,9.41385936737061,POINT (9.413859367370605 47.43266296386719),1076513,0.0,14.607843137254902,248.33333333333331,L,b,1076513,True,,,,,,,,True,306,Osten,Notkersegg,Hub-Schaugentobel,0,2,1,1117.1164065325772,3514.5950689147344,721,2846.8444619861643
3001042300,7160.01.0009,rent,2021-10-12 19:53:43,,2,1290,170.0,1120.0,,64,1969.0,Zilstrasse 14,St. Gallen,9016,47.4414825439453,9.40545177459717,POINT (9.405451774597168 47.44148254394531),1076948,0.0491803278688525,20.15625,430.0,M,c,1076948,True,,,,,,,,True,308,Osten,Neudorf,Stephanshorn-Zil-Kesselhalden,2,4,0,1195.689978898026,3402.8108264322573,673,2719.82450814031
3001052159,3134224,rent,2021-10-12 19:08:59,,1,2000,,,,100,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.0,20.0,400.0,L,c,1074437,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten,0,1,9,1187.1953146356273,2053.009930138792,748,1557.448014025151
3001052160,3134225,rent,2021-10-12 19:08:56,,,1100,,,,65,,Kirchlistrasse 1,St. Gallen,9010,47.4400367736816,9.37997150421143,POINT (9.379971504211426 47.44003677368164),1074437,0.35,16.923076923076923,220.0,L,b,1074437,False,57.0,42.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,301,Osten,Rotmonten,Rotmonten,0,1,9,1187.1953146356273,2053.009930138792,748,1557.448014025151
3001077557,7835.01.0203,rent,2021-10-12 19:38:46,,2,990,,,,61,1952.0,Grossackerstr. 10,St. Gallen,9000,47.4292640686035,9.39270114898682,POINT (9.392701148986816 47.429264068603516),1075967,0.0,16.229508196721312,330.0,M,c,1075967,False,59.0,45.0,ES II,Wohnen,">PW, ≤IGW",≤PW,">PW, ≤IGW",False,303,Osten,St.Fiden,St.Fiden-Krontal,2,8,6,378.093811243117,1883.6684803902817,677,1207.7114255261924
3001077667,23029.02.420030,rent,2021-10-12 20:00:01,,2,760,60.0,700.0,,24,1976.0,Sonnrainweg 6,St. Gallen,9008,47.4482727050781,9.39763641357422,POINT (9.397636413574219 47.448272705078125),1075538,0.2,31.666666666666668,760.0,S,f,1075538,True,62.0,53.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1565.6592908190007,3521.787970063124,673,2896.9230408466774
3001077672,23036.01.410020,rent,2021-10-12 23:30:40,,1,1270,,,,94,,Langgasse 163,St. Gallen,9008,47.4503021240234,9.39786911010742,POINT (9.397869110107422 47.45030212402344),2363506,0.0105263157894737,13.51063829787234,317.5,M,c,2363506,False,66.0,57.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,0,0,0,1790.372613365894,3714.4276495546956,670,3099.576201888219
3001082656,4165.4021,rent,2021-10-12 19:05:09,,2,1070,,,,83,1920.0,Langgasse 63,St. Gallen,9008,47.4384689331055,9.3895092010498,POINT (9.389509201049805 47.43846893310547),1075212,0.0375000000000001,12.89156626506024,267.5,M,b,1075212,False,66.0,59.0,ES III,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,302,Osten,Langgass-Heiligkreuz,Langgass-Heiligkreuz,3,6,3,532.0095649993198,2288.683902597936,677,1648.4968028898306
3001091170,07439.01.0050,rent,2021-10-12 19:07:40,,1,1620,240.0,1380.0,,99,1981.0,Tablatstr. 12,St. Gallen,9016,47.4376907348633,9.42048072814941,POINT (9.420480728149414 47.43769073486328),1076853,0.0,16.363636363636363,405.0,M,c,1076853,True,63.0,54.0,ES II,Wohnen,">IGW, <AW",">IGW, <AW",">IGW, <AW",False,307,Osten,Neudorf,Achslen-Wilen,0,0,1,1732.4681735320821,4178.320957371445,665,3496.6719267459976
3001093133,3645.02.0101,rent,2021-10-12 19:06:27,,1,1590,,,,68,1879.0,Spisergasse 27,St. Gallen,9000,47.4246826171875,9.37836074829102,POINT (9.378360748291016 47.4246826171875),1072622,0.0,23.38235294117647,530.0,M,d,1072622,False,,,,,,,,True,206,Centrum,Innenstadt,Altstadt,4,13,273,675.8349982983028,693.8186504242653,677,178.442679268325
3001095313,25.19.101.837336.6d92dd63-bf82-11eb-bac8-005056bdbc06,rent,2021-10-12 19:07:45,,GF,1350,150.0,1200.0,,77,,Vogelherdstrasse 19,St. Gallen,9016,47.4366264343262,9.42048454284668,POINT (9.42048454284668 47.43662643432617),190357488,0.324561403508772,17.532467532467532,337.5,M,c,190357488,False,52.0,43.0,ES II,Wohnen,≤PW,≤PW,≤PW,True,307,Osten,Neudorf,Achslen-Wilen,0,0,1,1617.3036783552932,4133.773572667583,691,3455.2694051180342
3001096690,A8705,rent,2021-10-12 19:06:25,,1,1620,,,,95,,Demutstrasse 7,St. Gallen,9000,47.4175682067871,9.38098335266113,POINT (9.380983352661133 47.41756820678711),1071984,0.05,17.05263157894737,405.0,M,c,1071984,False,60.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,204,Centrum,St.Georgen,St.Georgen-Bernegg,1,2,8,949.5615558033943,1054.931444640819,767,991.2379754254947
3001096691,A8706,rent,2021-10-12 19:06:27,,2,1590,,,,90,,Demutstrasse 7,St. Gallen,9000,47.4175682067871,9.38098335266113,POINT (9.380983352661133 47.41756820678711),1071984,0.0,17.666666666666668,397.5,M,c,1071984,False,60.0,46.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,204,Centrum,St.Georgen,St.Georgen-Bernegg,1,2,8,949.5615558033943,1054.931444640819,767,991.2379754254947
3001100107,(6063450),rent,2021-10-13 07:28:53,,4,1150,,,,98,,Glaserstrasse 3A,St. Gallen,9000,47.4188766479492,9.35424995422363,POINT (9.354249954223633 47.41887664794922),1070264,0.306666666666667,11.73469387755102,287.5,M,b,1070264,False,52.0,43.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,113,Westen,Lachen,Vonwil-Lachen-Schoren,2,13,13,1167.8133470404434,1238.9618906953708,672,1922.3471098345674
3001102989,U32,rent,2021-10-12 20:47:00,,5,1180,,,,55,,Büchelstrasse 4,St. Gallen,9000,47.4205780029297,9.36482524871826,POINT (9.364825248718262 47.42057800292969),1071065,0.0833333333333334,21.454545454545453,590.0,S,d,1071065,False,57.0,49.0,ES III,Wohnen,≤PW,≤PW,≤PW,True,202,Centrum,Rosenberg,Rosenberg-Kreubleiche,3,5,13,358.982687618614,443.69665479863437,677,1130.6329602322737
3001044707,53013.01.0116,rent,2021-10-12 21:06:38,,1,1640,220.0,1420.0,,95,1997.0,Kublystrasse 22 - 23a,St. Gallen,9016,,,POINT(9.41600186989968 47.4336637136272),2364612,0.0,17.263157894736842,410.0,M,c,2364612,False,59.0,46.0,ES II,Wohnen,">PW, ≤IGW",">PW, ≤IGW",">PW, ≤IGW",False,306,Osten,Notkersegg,Hub-Schaugentobel,0,0,0,,,,
